Account ID,Account Name,Address,Total Sales,Date Created,Date Last Quoted,Primary Rep Name
0000427979,J & J Printing,"1023 Broadway  Bayonne, NJ 07002-4153",,05/05/2025,,Carol Smith
0000427958,CROWN LIFT TRUCK,"551 Woodlake Cir
Suite 1  Chesapeake, VA 23320-8901",,05/02/2025,,Tj Rosboril
0000427986,Frick's Sports Bar,"4408 N Saginaw Rd  Midland, MI 48640-2388",,05/05/2025,,N/A
0000428008,"Showman Fabricators, Inc.","15 Law Dr  Fairfield, NJ 07004-3206",,05/06/2025,,N/A
0000428045,Honest Wholesale Supplies,"4601 5Th St  Long Island City, NY 11101-6282",,05/08/2025,,Lisa Babuscak
0000427968,Quessie Foreman,"416 Exploration Trce  Ellenwood, GA 30294-2275",,05/02/2025,,N/A
0000427992,CRYSTA-LYN CHEMICAL CO,"2601 Wayne St  Endicott, NY 13760-3272",,05/06/2025,,Lisa Babuscak
0000428012,TOTAL RESA,"1728 General George Patton Dr
Ste 200  Brentwood, TN 37027-2861",,05/07/2025,,Chris Barnett
0000428073,Tonys Restaurant& Pub LLC,"10280 W Us Route 224  Findlay, OH 45840-1901",,05/09/2025,,N/A
0000428000,AIC Equipment & Control Inc,"51100 Grand River Ave  Wixom, MI 48393-3327",,05/06/2025,,N/A
0000428004,ISO-MED UNIDENTIFIED LOCK BOX REC,"  Cleveland, OH 44101",,05/06/2025,,Carol Smith
0000428014,Bronze Bar,"5757 Westheimer Rd
Ste 102  Houston, TX 77057-5721",,05/07/2025,,N/A
0000428084,All Tool and Fasteners,"7291 Nw 78Th Ter  Medley, FL 33166-2225",,05/09/2025,,N/A
0000428016,Chemicoons,"4899 Squaw Valley Dr  Caledonia, IL 61011-9028",,05/07/2025,,N/A
0000428051,Diocese of Palm Beach,"9995 N Military Trl  Palm Beach Gardens, FL 33410-5460",,05/08/2025,,N/A
0000428015,Southridge Behavioral Hospital,"6291 Venture Hills Blvd Sw  Byron Center, MI 49315-7601",,05/07/2025,,Bob Stirratt
0000428104,Mycor Holdings LLC,"94 Washington ave
10th fl  Fishkill, NY 12524-1122",,05/12/2025,,N/A
0000428081,THE NEFCO CORPORATION,"Po Box 280186  East Hartford, CT 06128-0194",,05/09/2025,,Jack Levine
0000428058,Hamlin Hansen Kosloski Funeral Home,"609 Folz Blvd  Moose Lake, MN 55767-7708",,05/08/2025,,N/A
0000428049,"Northrop Grumman-Chandler, AZ","1575 S Price Rd  Chandler, AZ 85286-6615",,05/08/2025,,N/A
0000428119,Afula Enterprises / DBA  Pleminnyk Trading,"10750 Nw 6Th Ct  Miami, FL 33168-3258",,05/12/2025,,N/A
0000428087,"Florida Fasteners, LLC","2826 Ne Waldo Rd  Gainesville, FL 32609-3372",,05/09/2025,,N/A
0000428059,Legacy Coach,"305 Commerce Dr  Elizabeth City, NC 27909-8329",,05/08/2025,,N/A
0000428088,Florida Industrial Solutions,"13773 N Nebraska Ave  Tampa, FL 33613-3320",,05/09/2025,,N/A
0000428129,DAIKIN COMFORT TECHNOLOGIES,"275 Wagaraw Rd  Hawthorne, NJ 07506-1451",,05/13/2025,,Bill Boyd
0000428132,Marine Sahakyan MD,"46 Magnolia Hill Dr  West Hartford, CT 06117-2025",,05/13/2025,,N/A
0000428063,Proactive Sales,"3 Kent Cir  Linden, NJ 07036-5916",,05/08/2025,,Miranda Belles
0000428091,635 S.Hill Comp. LLC,"635 S Hill St
Ste 202  Los Angeles, CA 90014-1821",,05/09/2025,,N/A
0000428149,Crawfish Hand Cleaner,"5600 Alvin A Klein Dr
Unit 2  Spring, TX 77379-6943",,05/13/2025,,Miranda Belles
0000428139,LH Dottie Company,"6131 Garfield Ave  Commerce, CA 90040-3610",,05/13/2025,,N/A
0000428090,Wabash Valley Goodwill,"2702 S 3Rd St  Terre Haute, IN 47802-3520",,05/09/2025,,N/A
0000428094,Laser Ink LLC,"834 E 1430 N  Shelley, ID 83274-5174",,05/12/2025,,James Gaither
0000428164,CareFlex,"90 basaltic Rd, Unit 08  Concord, ON L4K 1G6",,05/14/2025,,Olivia Holdsworth
0000428148,Talbert House,"5232 W State Route 63  Lebanon, OH 45036-8202",,05/13/2025,,N/A
0000428097,5280 Custom Framing,"1528 15Th St  Denver, CO 80202-1302",,05/12/2025,,David N. Unger
0000428121,Xavier Arauz,"12025 Virginia Pine Ln  Pineville, NC 28134-9050",,05/12/2025,,N/A
0000428165,AdventHealth Winter Garden,"2000 Fowler Grove Blvd  Winter Garden, FL 34787-5050",,05/14/2025,,Scarlett Garcia
0000428151,Universal Distributor,"1505 Hill Rd  Houston, TX 77039-5122",,05/13/2025,,N/A
0000428107,Patricia Smith,"2851 Riverwalk Blvd  Lima, OH 45806-1476",,05/12/2025,,N/A
0000428123,MILLER TIRE,"6610 Strawberry Ln  Louisville, KY 40214-3034",,05/13/2025,,Austin Cummins
0000428167,MJ Products Company,"403 Biltmore Dr  Fenton, MO 63026-4613",,05/14/2025,,N/A
0000428162,Tansky Advanced Auto Body,"2475 W. Dublin Granville Rd.  Columbus, OH 43235",,05/14/2025,,Randy Swartz
0000428133,Alma Daly,"10 Thomas Dr  Easton, PA 18040-8775",,05/13/2025,,N/A
0000428124,ReStockIt,"440 West St  Fort Lee, NJ 07024-5028",,05/13/2025,,Benjamin Lee
0000428174,Betty Choice,"4125 Hubbard Dr  Malakoff, TX 75148-4382",,05/14/2025,,N/A
0000428173,Good News Commercial Remodeling and Repair LLC,"4772 Beechwood Rd  Ellicott City, MD 21043-6804",,05/14/2025,,N/A
0000428185,A&S Courier Service,"3008 Parc Lorraine  Lithonia, GA 30038-1918",,05/14/2025,,N/A
0000428184,Caring Tree Children's Dentistry,"452 Brunswick Rd  Grass Valley, CA 95945-5168",,05/14/2025,,N/A
0000428175,Camden Park,"5000 Waverly Rd  Huntington, WV 25704-1000",,05/14/2025,,N/A
0000428176,"Armstrong Utilities,  Inc","1 Armstrong Pl  Butler, PA 16001-1951",,05/14/2025,,Diane Laska
0000428201,Screentec,"6-733 Industrielle Rd  Rockland, ON K4K 1T2",,05/15/2025,,Miranda Belles
0000428194,ElitePro Service and Repairs,"40516 Bridle Path Ln  Leesburg, FL 34788-8351",,05/15/2025,,N/A
0000428213,Nancy Edwards,"15 E Bellamy Dr  New Castle, DE 19720-2979",,05/15/2025,,N/A
0000428215,Lund Dental,"2 Main St
Ste 225  Stoneham, MA 02180-3336",,05/15/2025,,N/A
0000428212,3L Corporation,"3100 Dundee Rd
Ste 403  Northbrook, IL 60062-2452",,05/15/2025,,N/A
0000428220,Costco Optical Lab,"1802 M St. NW  Auburn, WA 98001",,05/16/2025,,Randy Swartz
0000428248,Jonathan Hawkes,"1311 Ridgewood Ln  Bountiful, UT 84010-1620",,05/19/2025,,N/A
0000428216,Murci Homes,"2984 Baby Ruth Ln  Antioch, TN 37013-2301",,05/15/2025,,N/A
0000428252,Zaim Contractor Corp,"36 John St  Staten Island, NY 10302-1133",,05/19/2025,,N/A
0000428247,Anthony Furby,"95 Chauncey St  Brooklyn, NY 11233-1709",,05/19/2025,,N/A
0000428250,Victory Studios,"2247 15Th Ave W  Seattle, WA 98119-2417",,05/19/2025,,N/A
0000428228,Arden Truby,"18326 Mountfield Dr  Houston, TX 77084-2344",,05/16/2025,,N/A
0000428253,J C PORTER CONSTRUCTION,"15 W Aylesbury Rd
Ste 400  Lutherville Timonium, MD 21093-4150",,05/19/2025,,N/A
0000428263,Mirabelle Estate,"24492 Bear Valley Rd  Tehachapi, CA 93561-9696",,05/19/2025,,Dawn Wheeler
0000428267,Pizza Inn,"4102 Clay St  Vicksburg, MS 39183-3436",,05/19/2025,,N/A
0000428249,"Alesch Contracting, Inc","368 Osceola Ave  Jacksonville Beach, FL 32250-4056",,05/19/2025,,N/A
0000428301,Road Runr Maintenance,"4516 Pontiac Lake Rd  Waterford, MI 48328-2055",,05/20/2025,,N/A
0000428266,Henry W Bergman Inc,"218 E 9Th St  Genoa, OH 43430-1634",,05/19/2025,,N/A
0000428270,Automotive Solutions,"6491 Elizabeth Lake Rd  Waterford, MI 48327",,05/20/2025,,Nathaniel Rybski
0000428251,Matt's Pressure Washing Service LLC,"2917 Sw 65Th Pl  Oklahoma City, OK 73159-1319",,05/19/2025,,N/A
0000428304,Marilyn Russell,"6826 S Bell Ave  Chicago, IL 60636-3137",,05/20/2025,,N/A
0000428273,Washington State Division of Bld. & Grounds,"1115 Washington St Se  Olympia, WA 98501-2283",,05/20/2025,,Dawn Wheeler
0000428303,Richard McCue,"2315 Hawthorne Ave  Janesville, WI 53545-2116",,05/20/2025,,N/A
0000428275,Active Impact Fitness,"14267 Ventura Blvd  Sherman Oaks, CA 91423-2714",,05/20/2025,,N/A
0000428365,Mike Tom,"3310 Verdugo Rd  Los Angeles, CA 90065-2845",,05/27/2025,,N/A
0000428274,Perryville SPE LLC,"53 Frontage Rd
Ste 101  Hampton, NJ 08827-4031",,05/20/2025,,N/A
0000428331,Vistal Homes,"46870 7 Mile Rd  Northville, MI 48167-3026",,05/21/2025,,N/A
0000428285,Elaine Audette,"4 Harborview Dr  East Falmouth, MA 02536-5917",,05/20/2025,,N/A
0000428367,Chick-Fil-A--Houston,"5940 Gulf Fwy  Houston, TX 77023-5416",,05/27/2025,,N/A
0000428326,Glass America Roanoke,"977 N Oaklawn Ave  Elmhurst, IL 60126-1012",,05/21/2025,,House Regional
0000428351,Camp Zichron Zvi Dovid Congregation,"1469 48Th St  Brooklyn, NY 11219-5572",,05/22/2025,,N/A
0000428302,CLF Industrial Supplies,"71 Meetinghouse Ln  South Easton, MA 02375-1002",,05/20/2025,,N/A
0000428403,DEMAND FORECAST ADJUSTMENT – NETWORK REDESIGN,"26301 Curtiss Wright Pkwy  Cleveland, OH 44143-4413",,05/29/2025,,Patricia Dempsey
0000428350,Anova,"1960 Ridgeview Rd  Blair, NE 68008-2377",,05/22/2025,,N/A
0000428366,Iowa DOT,"1226 Lake Shore Dr Se  Altoona, IA 50009-2707",,05/27/2025,,N/A
0000428305,Aramark Facilities / eBay,"2065 Hamilton Ave  San Jose, CA 95125-5904",,05/20/2025,,N/A
0000427996,Upper Valley Career Center,"8811 Career Dr  Piqua, OH 45356-9237",,05/06/2025,05/08/2025,Miranda Belles
0000428370,The Container Store,"500 Freeport Pkwy
Ste 100  Coppell, TX 75019-3998",,05/27/2025,,N/A
0000428433,BJU Central Receiving,"1430 Wade Hampton Blvd  Greenville, SC 29609-5046",,05/30/2025,,Michelle Fraser
0000428368,Arizona Autism,"21111 N 9Th Pl  Phoenix, AZ 85024-5636",,05/27/2025,,N/A
0000428190,Joyology Dispensary Mt. Clemens,"85 Mary St.  Mount Clemens, MI 48043",,05/15/2025,05/15/2025,Nathaniel Rybski
0000428384,"McPMServices, LLC","4217C Swan Forest Dr  Carrollton, TX 75010-4698",,05/28/2025,,N/A
0000428435,Bob Jones University,"1700 Wade Hampton Blvd  Greenville, SC 29614-1000",,05/30/2025,,House Regional
0000428369,C James Murray,"6100 City Ave
Apt ph110  Philadelphia, PA 19131-1239",,05/27/2025,,N/A
0000428199,entennial Park Storeroom,"2565 Park Plz  Nashville, TN 37203-1512",,05/15/2025,05/15/2025,David John
0000428066,SUNSTATE FLEETWORKS,"1644 Smithfield Way,ste.1222  Oviedo, FL 32765",,05/08/2025,05/08/2025,Robert Boyles
0000427932,CITY OF WICKLIFFE,"28730 RIDGE RD  Wickliffe, OH 44092",,05/01/2025,05/01/2025,Scott Robert Whetzel
0000428382,AG DENTAL PARTNERSHIP,"13450 Hawthorne Blvd  Hawthorne, CA 90250-5806",,05/28/2025,,N/A
0000428260,Universal Environmental Services,"7550 Empire Drive  Florence, KY 41042",,05/19/2025,05/19/2025,Austin Cummins
0000428255,HYUNDAI HEADQUARTER AUTOMOTIVE,"985 Rinehart Rd  Sanford, FL 32771-7495",,05/19/2025,05/19/2025,Robert Boyles
0000427943,Slavic Cristian Center,"2014 S 15Th St  Tacoma, WA 98405-2905",,05/01/2025,05/01/2025,Brad Soderquist
0000428386,T2S Solutions,"4696 Millennium Dr
Ste 300  Belcamp, MD 21017-1559",,05/28/2025,,N/A
0000428329,Master Duct Sheet Metal,"281 E Chilton Dr  Chandler, AZ 85225",,05/21/2025,05/21/2025,Shari Mark
0000428261,Schlumberger,"8029 Dixie Hwy  Florence, KY 41042",,05/19/2025,05/19/2025,Austin Cummins
0000427948,Cherry Hill Lanes North,"6697 Dixie Hwy.  Clarkston, MI 48346",,05/02/2025,05/02/2025,Nathaniel Rybski
0000428021,O'Brien of Shelbyville,"720 Mt Eden Road  SHELBYVILLE, KY 40065",,05/07/2025,05/07/2025,Austin Cummins
0000428378,The F1 Garage,"9934 Jones Rd STE B1  Houston, TX 77065",,05/28/2025,05/28/2025,Brandon Maddox
0000428319,LEXUS OF ORLANDO,"5725 Major Boulevard  ORLANDO, FL 32819",,05/21/2025,05/21/2025,Robert Boyles
0000427950,Precision Machined Products,"24 Kulick Rd  Fairfield, NJ 07004-3326",,05/02/2025,05/05/2025,Lisa Babuscak
0000428086,Pro Auto Care,"12308 Aiken Rd Suite #1  Louisville, KY 40223",,05/09/2025,05/09/2025,Austin Cummins
0000428406,Charleston Marine,"2471 Clements Ferry Rd  Charleston, SC 29492",,05/29/2025,05/29/2025,Jason White
0000428334,Goose Creek Mitsubishi,"208 S. Goose Creek Blvd  Goose Creek, SC 29445",,05/22/2025,05/22/2025,Jason White
0000428024,PIRANHA BOATWORKS,"1210 Sarah St.  Longwood, FL 32750",,05/07/2025,05/07/2025,Robert Boyles
0000428092,Waterford Regional Fire Department,"2495 Crescent Lake Rd  Waterford, MI 48329",,05/12/2025,05/12/2025,Nathaniel Rybski
0000428427,ServPro - Richmond,"12001 Deerhill Rd  Midlothian, VA 23112",,05/30/2025,05/30/2025,Kurt Holsopple
0000428335,PuroClean - Roanoke,"8202 Williamson Rd  Roanoke, VA 24019",,05/22/2025,05/22/2025,Kurt Holsopple
0000428204,Meisler Trailer Rentals,"2807 Saboe Mill Rd  JEFFERSONVILLE, IN 47130",,05/15/2025,05/15/2025,Austin Cummins
0000428198,Interstate Utility Trailer,"5263 Progress Way  Sellersburg, IN 47172",,05/15/2025,05/15/2025,Austin Cummins
0000428439,Horn Lake Animal Shelter,"6520 Center Street  Horn Lake, MS 38637",,05/30/2025,05/30/2025,Cameron Starkey
0000428010,Durham USA. Buffalo,"3868 Rt. 73  Buffalo, MO 65622",,05/07/2025,05/22/2025,Charles Smith
0000427960,#1 SIGN DESIGN,"580 Templeton Rd  Laurens, SC 29360-7712",,05/02/2025,,Stephen Baugh
0000428225,ENCON Equipment,"4800 Keystone Blvd  JEFFERSONVILLE, IN 47130",,05/16/2025,05/16/2025,Austin Cummins
0000428055,Harris Battery Company Inc.,"10708 Industrial Pkwy Nw  Bolivar, OH 44612-8429",,05/08/2025,,Melissa A Sims
0000428395,Home Paramount Pest Control - Richmond,"3904 Bremner Blvd  Henrico, VA 23228-3616",,05/29/2025,05/29/2025,Kurt Holsopple
0000428099,Stars and Stripes Aerospace,"712 W Lacy St  Palestine, TX 75801-8236",,05/12/2025,,Caroline Rojas
0000428297,Holloway Roofing - Weyers Cave,"3234 Lee Hwy  Weyers Cave, VA 24486",,05/20/2025,05/20/2025,Kurt Holsopple
0000428219,HILL TRAILER SALES,"2709 Dixie Hwy  Bedford, IN 47421-8232",,05/16/2025,,Craig Wilson
0000428276,Our Lady Of Peace,"5285 Lewiston Rd  Lewiston, NY 14092-1942",,05/20/2025,,N/A
0000428193,First Mate Yacht Services,"404 Riberia St  Saint Augustine, FL 32084-5108",,05/15/2025,05/15/2025,Michelle Fraser
0000428299,Sunstate Equipment Co.,"21229 FM 529  CYPRESS, TX 77433",,05/20/2025,05/27/2025,Brandon Maddox
0000428153,Geomi LLC,"3127 Parkway  Pigeon Forge, TN 37863-3309",,05/13/2025,,John Anderson
0000428288,CAHILL'S CARPET CLEANING,"111 Buck Rd
Unit 1000  Huntingdon Valley, PA 19006-1557",,05/20/2025,,Lisa Babuscak
0000428218,CBRE - Mars - Salt Lake City - UT,"2331 N 2200 W  Salt Lake City, UT 84116-1145",,05/16/2025,,Rick Stolzman
0000428210,"Automation Technology LLC ""ATI Actuators""","21225 FM 529  CYPRESS, TX 77433",,05/15/2025,05/27/2025,Brandon Maddox
0000428292,Panola Paper Co. Inc.,"179 Corporate Dr  Batesville, MS 38606-2717",,05/20/2025,,Chris Barnett
0000428230,MGE ENERGY INC,"133 S Blair St  Madison, WI 53788-0001",,05/16/2025,,Craig Wilson
0000428346,Procacci Development Corp,"95 S Federal Hwy
Ste 100  Boca Raton, FL 33432-4840",,05/22/2025,05/22/2025,Brad Soderquist
0000428376,Affordable Fleet Services,"8214 Fairbanks N. Houston Rd  Houston, TX 77064",,05/28/2025,05/28/2025,Brandon Maddox
0000428430,Charleston Auto Collision,"1401 Highway 62  CHARLESTOWN, IN 47111",,05/30/2025,,Austin Cummins
0000428445,Ricardo Martin,"**** HAND DELIVER 
IN HOUSE ORDER ****
  Knoxville, TN 37931",,05/31/2025,,House Regional
0000428426,Rainbow Restoration - Richmond,"2305 commerce center
unit d  Rockville, VA 23146",,05/29/2025,05/29/2025,Kurt Holsopple
0000428280,Midway Automotive @ Tire,"726 Ne Midway Blvd  Oak Harbor, WA 98277-2664",,05/20/2025,,Todd Tackett
0000428005,MSC Industrial Supply S DE R.L. DE C.V.,"Puerta de Europa esquina con Puerta de Antartida #1502, del Fraccionamiento Comercial denominado Puerta Norte, C.P.31125  Ensenada, BCN 22760",,05/06/2025,,Mario Payan
0000428030,Bozzuto,"1028 Market St  San Francisco, CA 94102-4047",,05/07/2025,,Chrissy Chakalis
0000428166,COWBOY TRANSPORT,"2850 231St St  Sauk Village, IL 60411-6108",,05/14/2025,,Matt Butchko
0000428154,"Indoff, LLC","Po Box 46900  Saint Louis, MO 63146-6907",,05/13/2025,,N/A
